guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
dd2ac3c9-b1e2-33ff-b780-7e8891b7c893;K;Nutri-Grain® and King Soopers Join No Kid Hungry to Help End Summer Hunger for Colorado Kids and Families;All kids deserve a great summer, but for millions of children who rely on school meals, summer can be the hungriest time of year. That's why Nutri-Grain® is teaming up with King Soopers to donate $50,000 to No Kid Hungry to make summer a time for all kids in Colorado and across the country to grow, learn and thrive.;Thu, 04 Apr 2024 17:58:00 +0000;K_2024-04-04;-0.0644;0.1779
bf1919f3-22ed-36f4-b65d-20914d44e734;K;POP-TARTS® ADDS A SWEET TWIST TO SNACK TIME WITH POP-TARTS® CRUNCHY POPPERS AS ITS FIRST-EVER CRUNCHY SNACK;In a crunchy snack-obsessed world, Pop-Tarts® is proving that salty foods aren't the only ones making noise in the grocery aisle. Known for its iconic toaster pastries, Pop-Tarts is turning convention on its head and empowering snackers to embrace the crunch with the all-new lineup of Pop-Tarts® Crunchy Poppers. As the first crunchy offering from the brand, Crunchy Poppers are a pop-in-your-mouth twist on Pop-Tarts with a crunchy exterior, a tasty filling and a layer of frosting and sprinkles wi;Wed, 03 Apr 2024 13:00:00 +0000;K_2024-04-03;0.3182;0.4588
6fd3db50-49f7-3dc5-b521-b2c941276d3d;K;Kellanova Sets Date for 2024 First Quarter Results Webcast;Kellanova (NYSE: K) plans to issue its 2024 first quarter financial results at approximately 8:00 am ET on Thursday, May 2, 2024. The following documents will be available on the Company website https://investor.kellanova.com at 8:00 am ET: Press release, financial tables, GAAP reconciliations, prior periods' results recast for discontinued operations, and presentation slides.;Mon, 01 Apr 2024 12:05:00 +0000;K_2024-04-01;0.0;0.0
c0d7675d-2ab1-3138-8190-cfecf4247123;K;Is Kellanova (NYSE:K) Trading At A 49% Discount?;Key Insights Using the 2 Stage Free Cash Flow to Equity, Kellanova fair value estimate is US$112 Current share price of...;Fri, 29 Mar 2024 10:57:16 +0000;K_2024-03-29;0.8481;0.0
4d3666ef-ee3c-3d00-af0b-691fafb419b3;K;JOIN SHAWN JOHNSON EAST IN NASHVILLE TO CELEBRATE THE RETURN OF MORNINGSTAR FARMS® RIBLETS;MorningStar Farms® is kicking off The Riblets Return Tour with the help of Olympic Gold Medalist and busy mom, Shawn Johnson East. Together, they have teamed up to reward fans with the opportunity to have a First Dibs on Riblets lunch with Shawn before the nationwide return to shelves in April. The Riblets Return Tour honors the promise MorningStar Farms® made back in November, the return of the #1 most requested plant-based item, Riblets.;Tue, 19 Mar 2024 13:00:00 +0000;K_2024-03-19;0.93;0.7096
4913d8f3-4fa5-3728-8ccd-b106d76cf98b;K;Furious millennial moms would rather make their own cereal than buy Kellogg’s after CEO’s ‘cereal for dinner’ comment spurs boycott;WK Kellogg CEO said that cash-strapped families should eat “cereal for breakfast” as a way to save money. Now, a TikTok boycott is gaining steam.;Sat, 16 Mar 2024 12:53:26 +0000;K_2024-03-16;0.5719;-0.7184
5a95dd62-7924-31cc-93e0-46fffcac6418;K;Nutri-Grain® and Kroger Join No Kid Hungry to Help End Summer Hunger for Ohio Kids and Families;All kids deserve a great summer, but for millions of children who rely on school meals, summer can be the hungriest time of year. That's why Nutri-Grain® is teaming up with Kroger to donate $50,000 to No Kid Hungry to make summer a time for all kids in Ohio to grow, learn and thrive. No Kid Hungry works with organizations, schools and community groups across the state including the Children's Hunger Alliance and Ohio School-Based Health Alliance.;Thu, 14 Mar 2024 14:04:00 +0000;K_2024-03-14;-0.6757;0.1779
e0be874e-11a2-3342-baac-fee7d04834c0;K;WK Kellogg focusing on cereal before turning to M&A, CEO says;Five months after being spun off, Gary Pilnick is upbeat that the Rice Krispies maker can modernize its business and improve its product offerings that for years were being “deprioritized” in favor of snacks.;Mon, 11 Mar 2024 09:00:00 +0000;K_2024-03-11;0.6808;0.0
b578c084-a294-3107-9253-b78202b46b72;K;15 Best Nachos in The US;In this piece, we are about to look at 15 Best Nachos in The US. If you want to skip our detailed analysis on nachos and snacks market, you can go directly to 5 Best Nachos in The US. The global nachos market is cooking up some serious dough! It was worth about $1.61 billion […];Sun, 10 Mar 2024 14:34:09 +0000;K_2024-03-10;0.8908;0.6369
ca883ccb-71d8-3fb4-a98c-2cf30881777f;K;Shareholders in Kellanova (NYSE:K) are in the red if they invested a year ago;It's easy to match the overall market return by buying an index fund. When you buy individual stocks, you can make...;Fri, 08 Mar 2024 10:34:26 +0000;K_2024-03-08;0.4404;0.0
86af5c9e-47ce-3004-84fb-4ecab545ab5c;K;The Top 3 Vegan Stocks to Buy in March 2024;Several years ago, the idea of targeting top vegan stocks to buy might have seemed laughable. Today, circumstances are different and it’s time to catch up. Primarily, the catalyst centers on Generation Z. According to Supermarket News, about 79% of this age cohort choose to go meatless one day a week. Further, 65% state they want a more plant-forward diet. Further, data compiled by Statista points out that around 46% of “zoomers” avoid products from brands that test products on animals. Stated d;Thu, 07 Mar 2024 20:14:16 +0000;K_2024-03-07;0.0258;0.2023
de2ad6ef-ec4c-3763-aac2-1655970f43a0;K;Ethisphere names Kellanova as one of the World's Most Ethical Companies® for the 16th time;Kellanova today announced that Ethisphere, a global leader in defining and advancing the standards of ethical business practices, has included the company on its 2024 list of the World's Most Ethical Companies.;Thu, 07 Mar 2024 17:16:00 +0000;K_2024-03-07;0.7841;0.5563
97fb0e2f-681e-3ce6-8c78-d15740992148;K;Hidden Valley® Ranch and Cheez-It ®Join Forces to Create the Cheeziest Ranch Yet;Hidden Valley Ranch and Cheez-It have come together to create the cheeziest addition to the Hidden Valley Ranch innovation lineup just in time for National Ranch Day (drum roll please) --- Introducing: Cheezy Ranch! Crafted with 100% real cheese and the zesty flavor of ranch, Cheezy Ranch is a delicious addition to your favorite Cheez-It cracker or salty snacks for the ultimate cheezy bite, delivering a rich and savory flavor experience.;Wed, 06 Mar 2024 14:00:00 +0000;K_2024-03-06;0.9359;0.2732
063c716b-2dd7-3f84-a770-5c310d826fbe;R;Ryder’s Contract Manufacturing and Packaging Arm Receives Business Partner Excellence Award from P&G;"MIAMI, April 18, 2024--Ryder announces its contract manufacturing and contract packaging arm is a recipient of the P&amp;G External Business Partner Excellence Award for 2023.";Thu, 18 Apr 2024 10:55:00 +0000;R_2024-04-18;0.8225;0.8225
